ProductKey,Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,Quantity,Currency Code
1223,367029,2,2016-01-02,,1260533,66,7,USD
2010,367030,1,2016-01-02,,1843882,51,7,USD
426,367030,2,2016-01-02,,1843882,51,1,USD
120,367031,1,2016-01-02,2016-01-07,909014,0,3,GBP
382,367031,2,2016-01-02,2016-01-07,909014,0,2,GBP
1722,367031,3,2016-01-02,2016-01-07,909014,0,3,GBP
132,367031,4,2016-01-02,2016-01-07,909014,0,1,GBP
1440,368000,1,2016-01-03,,892838,32,1,EUR
1598,368001,1,2016-01-03,,1670789,64,3,USD
2167,369000,1,2016-01-04,,1143828,37,9,GBP
167,369000,2,2016-01-04,,1143828,37,1,GBP
1301,369001,1,2016-01-04,,269337,8,1,CAD
1649,369001,2,2016-01-04,,269337,8,4,CAD
1656,369002,1,2016-01-04,,258316,8,1,CAD
1961,369004,1,2016-01-04,,1389462,65,5,USD
1991,369004,2,2016-01-04,,1389462,65,3,USD
183,369005,1,2016-01-04,,1866637,56,3,USD
654,369006,1,2016-01-04,,734605,28,1,EUR
2510,369007,1,2016-01-04,,571622,20,3,EUR
2103,369007,2,2016-01-04,,571622,20,1,EUR
1578,369007,3,2016-01-04,,571622,20,3,EUR
1261,369011,1,2016-01-04,2016-01-09,1664824,0,2,USD
1423,369012,1,2016-01-04,2016-01-13,1696695,0,3,USD
1656,369012,2,2016-01-04,2016-01-13,1696695,0,1,USD
1660,369012,3,2016-01-04,2016-01-13,1696695,0,2,USD
1610,369012,4,2016-01-04,2016-01-13,1696695,0,6,USD
1360,370000,1,2016-01-05,,2032025,51,4,USD
1158,370000,2,2016-01-05,,2032025,51,4,USD
457,370000,3,2016-01-05,,2032025,51,2,USD
1107,370001,1,2016-01-05,,1884908,61,3,USD
1591,370001,2,2016-01-05,,1884908,61,3,USD
1544,370001,3,2016-01-05,,1884908,61,7,USD
836,370003,1,2016-01-05,,2092033,66,8,USD
1529,370003,2,2016-01-05,,2092033,66,3,USD
1251,370004,1,2016-01-05,,1473090,43,2,USD
1610,370005,1,2016-01-05,,584095,24,2,EUR
1594,370005,2,2016-01-05,,584095,24,4,EUR
1272,370006,1,2016-01-05,,661636,16,6,EUR
267,370007,1,2016-01-05,,623659,15,1,EUR
126,370007,2,2016-01-05,,623659,15,7,EUR
2105,370008,1,2016-01-05,,183264,4,1,AUD
1709,370010,1,2016-01-05,,1393738,48,3,USD
2113,370010,2,2016-01-05,,1393738,48,10,USD
2088,370010,3,2016-01-05,,1393738,48,2,USD
32,370011,1,2016-01-05,,1522590,47,2,USD
1585,370012,1,2016-01-05,,1780669,53,3,USD
1689,370012,2,2016-01-05,,1780669,53,2,USD
5,370013,1,2016-01-05,,5097,6,2,AUD
1622,370014,1,2016-01-05,,1475886,51,2,USD
2110,370014,2,2016-01-05,,1475886,51,1,USD
1694,370014,3,2016-01-05,,1475886,51,2,USD
81,371000,1,2016-01-06,,728834,30,2,EUR
77,371001,1,2016-01-06,,76021,2,3,AUD
945,371001,2,2016-01-06,,76021,2,2,AUD
1033,371001,3,2016-01-06,,76021,2,1,AUD
1581,371001,4,2016-01-06,,76021,2,5,AUD
80,371002,1,2016-01-06,,1955971,53,4,USD
2171,371002,2,2016-01-06,,1955971,53,3,USD
1074,371003,1,2016-01-06,,778259,28,6,EUR
127,371003,2,2016-01-06,,778259,28,2,EUR
333,371003,3,2016-01-06,,778259,28,5,EUR
1627,371003,4,2016-01-06,,778259,28,4,EUR
64,371003,5,2016-01-06,,778259,28,1,EUR
1997,371003,6,2016-01-06,,778259,28,3,EUR
1305,371004,1,2016-01-06,2016-01-14,1378439,0,8,USD
58,371005,1,2016-01-06,,1923558,48,1,USD
32,371005,2,2016-01-06,,1923558,48,7,USD
1279,371006,1,2016-01-06,2016-01-15,1501383,0,1,USD
1639,371007,1,2016-01-06,2016-01-18,1378439,0,1,USD
961,371008,1,2016-01-06,,2053617,50,1,USD
1626,371008,2,2016-01-06,,2053617,50,7,USD
2491,371010,1,2016-01-06,,1716584,53,5,USD
1631,371010,2,2016-01-06,,1716584,53,7,USD
458,371011,1,2016-01-06,2016-01-14,776266,0,5,EUR
1573,371011,2,2016-01-06,2016-01-14,776266,0,3,EUR
32,371011,3,2016-01-06,2016-01-14,776266,0,5,EUR
147,371012,1,2016-01-06,,363872,8,1,CAD
1576,371012,2,2016-01-06,,363872,8,1,CAD
1642,371012,3,2016-01-06,,363872,8,3,CAD
89,371014,1,2016-01-06,,1161615,40,4,GBP
337,371014,2,2016-01-06,,1161615,40,3,GBP
1679,371015,1,2016-01-06,2016-01-14,1669745,0,5,USD
1659,371015,2,2016-01-06,2016-01-14,1669745,0,1,USD
1228,371015,3,2016-01-06,2016-01-14,1669745,0,1,USD
1458,371015,4,2016-01-06,2016-01-14,1669745,0,4,USD
1704,371016,1,2016-01-06,,879778,32,2,EUR
2084,371017,1,2016-01-06,,1918687,61,5,USD
2365,371017,2,2016-01-06,,1918687,61,1,USD
534,371018,1,2016-01-06,,1041466,36,1,GBP
1667,371018,2,2016-01-06,,1041466,36,7,GBP
1212,371018,3,2016-01-06,,1041466,36,7,GBP
2496,371018,4,2016-01-06,,1041466,36,1,GBP
1200,371018,5,2016-01-06,,1041466,36,2,GBP
1333,371018,6,2016-01-06,,1041466,36,2,GBP
2124,371018,7,2016-01-06,,1041466,36,1,GBP
2506,371019,1,2016-01-06,,916074,41,2,GBP
1590,371019,2,2016-01-06,,916074,41,1,GBP
1615,371019,3,2016-01-06,,916074,41,2,GBP
2093,371019,4,2016-01-06,,916074,41,2,GBP
148,372000,1,2016-01-07,2016-01-22,1413890,0,3,USD
1620,372000,2,2016-01-07,2016-01-22,1413890,0,1,USD
825,372000,3,2016-01-07,2016-01-22,1413890,0,3,USD
1286,372001,1,2016-01-07,,1412534,63,1,USD
1669,372001,2,2016-01-07,,1412534,63,3,USD
1299,372002,1,2016-01-07,,1718240,47,7,USD
1604,372003,1,2016-01-07,,527409,19,3,EUR
141,372003,2,2016-01-07,,527409,19,4,EUR
83,372003,3,2016-01-07,,527409,19,2,EUR
922,372004,1,2016-01-07,,711449,30,9,EUR
411,372005,1,2016-01-07,,302130,9,3,CAD
75,372005,2,2016-01-07,,302130,9,4,CAD
1620,372005,3,2016-01-07,,302130,9,3,CAD
2366,372005,4,2016-01-07,,302130,9,5,CAD
1652,372005,5,2016-01-07,,302130,9,8,CAD
1614,372005,6,2016-01-07,,302130,9,8,CAD
125,372006,1,2016-01-07,2016-01-15,2095742,0,2,USD
1148,372007,1,2016-01-07,,1982994,61,4,USD
183,372008,1,2016-01-07,,1214363,53,1,USD
1665,372008,3,2016-01-07,,1214363,53,1,USD
90,372010,1,2016-01-07,,784075,29,7,EUR
1572,372011,1,2016-01-07,,739625,29,1,EUR
468,372012,1,2016-01-07,,195521,6,1,AUD
1560,372012,2,2016-01-07,,195521,6,6,AUD
1094,372012,3,2016-01-07,,195521,6,2,AUD
171,372012,4,2016-01-07,,195521,6,4,AUD
2265,372012,5,2016-01-07,,195521,6,2,AUD
1259,372013,1,2016-01-07,,1042966,38,2,GBP
1581,372016,1,2016-01-07,,1170323,42,2,GBP
6,372016,2,2016-01-07,,1170323,42,3,GBP
2509,373000,1,2016-01-08,2016-01-14,1367439,0,3,USD
716,373000,2,2016-01-08,2016-01-14,1367439,0,3,USD
1859,373002,1,2016-01-08,,1750554,48,5,USD
67,373003,1,2016-01-08,,2082534,56,3,USD
1765,373004,1,2016-01-08,,460587,24,3,EUR
342,373005,1,2016-01-08,,1763365,65,2,USD
1073,373005,2,2016-01-08,,1763365,65,1,USD
103,373007,1,2016-01-08,2016-01-14,351747,0,2,CAD
1455,373007,2,2016-01-08,2016-01-14,351747,0,5,CAD
1902,373007,3,2016-01-08,2016-01-14,351747,0,2,CAD
535,373008,1,2016-01-08,,536845,23,3,EUR
2089,373008,2,2016-01-08,,536845,23,3,EUR
1612,373008,3,2016-01-08,,536845,23,3,EUR
65,373008,4,2016-01-08,,536845,23,2,EUR
1589,373009,1,2016-01-08,2016-01-19,1064519,0,4,GBP
2492,373010,1,2016-01-08,,538801,27,6,EUR
2288,373010,2,2016-01-08,,538801,27,8,EUR
56,373010,3,2016-01-08,,538801,27,2,EUR
440,373011,1,2016-01-08,,82415,4,2,AUD
737,374000,1,2016-01-09,,1971983,48,5,USD
1735,374000,2,2016-01-09,,1971983,48,3,USD
103,374000,3,2016-01-09,,1971983,48,3,USD
81,374000,5,2016-01-09,,1971983,48,2,USD
1624,374000,6,2016-01-09,,1971983,48,1,USD
1429,374001,1,2016-01-09,,2050933,47,1,USD
545,374001,2,2016-01-09,,2050933,47,1,USD
1991,374002,1,2016-01-09,,320030,8,8,CAD
1667,374002,2,2016-01-09,,320030,8,8,CAD
2098,374002,3,2016-01-09,,320030,8,3,CAD
1695,374002,4,2016-01-09,,320030,8,1,CAD
1606,374003,1,2016-01-09,,1188400,38,1,GBP
1197,374005,1,2016-01-09,,239647,8,2,CAD
1622,374006,1,2016-01-09,,1387959,65,6,USD
1631,374007,1,2016-01-09,,800548,31,3,EUR
1217,374008,1,2016-01-09,,789641,29,4,EUR
538,374009,1,2016-01-09,,728541,30,3,EUR
1632,374010,1,2016-01-09,,665776,12,3,EUR
1048,374010,2,2016-01-09,,665776,12,1,EUR
1681,374010,3,2016-01-09,,665776,12,7,EUR
2104,374010,4,2016-01-09,,665776,12,4,EUR
1673,374010,5,2016-01-09,,665776,12,2,EUR
1206,374010,6,2016-01-09,,665776,12,2,EUR
961,374010,7,2016-01-09,,665776,12,5,EUR
1256,374011,1,2016-01-09,,174622,5,8,AUD
1280,374012,1,2016-01-09,2016-01-20,1758208,0,1,USD
1276,374012,2,2016-01-09,2016-01-20,1758208,0,1,USD
2454,374012,3,2016-01-09,2016-01-20,1758208,0,5,USD
2108,374012,4,2016-01-09,2016-01-20,1758208,0,1,USD
533,374013,1,2016-01-09,,733080,29,5,EUR
1067,374013,2,2016-01-09,,733080,29,10,EUR
1577,374013,3,2016-01-09,,733080,29,6,EUR
107,374015,1,2016-01-09,,1451748,55,7,USD
9,374016,1,2016-01-09,,1535357,45,5,USD
1630,374017,1,2016-01-09,,1558964,63,1,USD
1615,374018,1,2016-01-09,,1010049,38,5,GBP
2075,374018,2,2016-01-09,,1010049,38,2,GBP
1109,374019,1,2016-01-09,,193216,6,3,AUD
1636,375000,1,2016-01-10,2016-01-18,1084570,0,1,GBP
88,375000,2,2016-01-10,2016-01-18,1084570,0,7,GBP
2515,375000,3,2016-01-10,2016-01-18,1084570,0,1,GBP
69,376000,1,2016-01-11,,1862500,43,1,USD
131,376001,1,2016-01-11,,813685,32,1,EUR
1604,376001,2,2016-01-11,,813685,32,1,EUR
425,376003,1,2016-01-11,,797322,30,3,EUR
2112,376003,2,2016-01-11,,797322,30,4,EUR
1297,376003,3,2016-01-11,,797322,30,1,EUR
1806,376003,4,2016-01-11,,797322,30,2,EUR
1635,376004,1,2016-01-11,,1905050,45,6,USD
1352,376005,1,2016-01-11,,305321,8,3,CAD
2114,376005,2,2016-01-11,,305321,8,3,CAD
418,376005,3,2016-01-11,,305321,8,2,CAD
2096,376005,4,2016-01-11,,305321,8,3,CAD
1625,377000,1,2016-01-12,,1589958,64,6,USD
1730,377000,2,2016-01-12,,1589958,64,4,USD
681,377000,3,2016-01-12,,1589958,64,2,USD
1675,377000,4,2016-01-12,,1589958,64,7,USD
422,377000,5,2016-01-12,,1589958,64,2,USD
1612,377002,1,2016-01-12,,1897822,50,1,USD
858,377002,2,2016-01-12,,1897822,50,1,USD
1595,377002,3,2016-01-12,,1897822,50,2,USD
1942,377003,1,2016-01-12,,1129200,40,6,GBP
460,377004,1,2016-01-12,,1136143,42,4,GBP
740,377004,2,2016-01-12,,1136143,42,3,GBP
1634,377005,1,2016-01-12,,1022980,37,1,GBP
1432,377006,1,2016-01-12,2016-01-20,934781,0,1,GBP
1580,377006,2,2016-01-12,2016-01-20,934781,0,1,GBP
1462,377006,3,2016-01-12,2016-01-20,934781,0,1,GBP
1936,377006,4,2016-01-12,2016-01-20,934781,0,1,GBP
1007,377006,5,2016-01-12,2016-01-20,934781,0,1,GBP
320,377006,6,2016-01-12,2016-01-20,934781,0,1,GBP
1665,377007,1,2016-01-12,,86126,6,1,AUD
446,377007,2,2016-01-12,,86126,6,3,AUD
1176,377007,3,2016-01-12,,86126,6,4,AUD
170,378000,1,2016-01-13,,1062632,37,1,GBP
1646,378000,2,2016-01-13,,1062632,37,10,GBP
1572,378000,3,2016-01-13,,1062632,37,1,GBP
2467,378001,1,2016-01-13,,1976355,66,3,USD
1696,378001,2,2016-01-13,,1976355,66,2,USD
1578,378002,1,2016-01-13,,1599716,45,1,USD
1304,378002,2,2016-01-13,,1599716,45,1,USD
1609,378003,1,2016-01-13,,774742,29,1,EUR
2128,378003,2,2016-01-13,,774742,29,8,EUR
1649,378003,3,2016-01-13,,774742,29,5,EUR
2504,378004,1,2016-01-13,,368190,8,1,CAD
1646,378004,2,2016-01-13,,368190,8,7,CAD
137,378005,1,2016-01-13,,1470803,44,9,USD
2090,378005,2,2016-01-13,,1470803,44,2,USD
2068,378005,3,2016-01-13,,1470803,44,2,USD
125,378005,4,2016-01-13,,1470803,44,4,USD
137,378005,5,2016-01-13,,1470803,44,3,USD
376,378005,6,2016-01-13,,1470803,44,1,USD
178,378005,7,2016-01-13,,1470803,44,5,USD
1266,378006,1,2016-01-13,,917347,38,7,GBP
1621,378006,2,2016-01-13,,917347,38,2,GBP
1582,378007,1,2016-01-13,,707089,30,1,EUR
1634,378007,2,2016-01-13,,707089,30,6,EUR
424,378007,3,2016-01-13,,707089,30,4,EUR
1619,378008,1,2016-01-13,,1035789,39,2,GBP
336,378009,1,2016-01-13,,270736,8,3,CAD
2383,378009,2,2016-01-13,,270736,8,1,CAD
2248,378009,3,2016-01-13,,270736,8,5,CAD
145,378010,1,2016-01-13,,437389,19,3,EUR
2387,378010,2,2016-01-13,,437389,19,7,EUR
443,379000,1,2016-01-14,,1171088,39,4,GBP
1253,379001,1,2016-01-14,,1165542,40,1,GBP
1695,379001,2,2016-01-14,,1165542,40,8,GBP
1038,379001,3,2016-01-14,,1165542,40,8,GBP
1597,379001,4,2016-01-14,,1165542,40,1,GBP
1589,379001,5,2016-01-14,,1165542,40,2,GBP
1182,379001,6,2016-01-14,,1165542,40,5,GBP
106,379002,1,2016-01-14,2016-01-24,716015,0,2,EUR
386,379002,2,2016-01-14,2016-01-24,716015,0,2,EUR
1654,379002,3,2016-01-14,2016-01-24,716015,0,3,EUR
321,379004,1,2016-01-14,2016-01-27,245912,0,2,CAD
1766,379005,1,2016-01-14,,1104029,37,4,GBP
1558,379005,2,2016-01-14,,1104029,37,3,GBP
1969,379005,3,2016-01-14,,1104029,37,3,GBP
1453,379005,4,2016-01-14,,1104029,37,4,GBP
76,379008,1,2016-01-14,,793968,30,3,EUR
1648,379008,2,2016-01-14,,793968,30,1,EUR
375,379009,1,2016-01-14,,1556602,61,4,USD
651,379009,2,2016-01-14,,1556602,61,3,USD
1280,379011,1,2016-01-14,,1291414,48,3,USD
1292,379011,2,2016-01-14,,1291414,48,1,USD
1620,379011,3,2016-01-14,,1291414,48,4,USD
1676,380000,1,2016-01-15,,1614172,57,3,USD
2094,380000,2,2016-01-15,,1614172,57,5,USD
641,380001,1,2016-01-15,,1530756,66,3,USD
1069,380001,2,2016-01-15,,1530756,66,3,USD
1687,380001,3,2016-01-15,,1530756,66,3,USD
172,380003,1,2016-01-15,,627789,17,3,EUR
1114,380004,1,2016-01-15,,1909649,66,1,USD
272,380004,2,2016-01-15,,1909649,66,1,USD
1697,380004,3,2016-01-15,,1909649,66,2,USD
1705,380005,1,2016-01-15,,770856,30,2,EUR
154,380005,2,2016-01-15,,770856,30,7,EUR
1969,380006,1,2016-01-15,,549983,27,7,EUR
2397,381001,1,2016-01-16,,780974,29,3,EUR
2398,381001,2,2016-01-16,,780974,29,1,EUR
1283,381002,1,2016-01-16,2016-01-26,2042097,0,1,USD
1345,381002,2,2016-01-16,2016-01-26,2042097,0,1,USD
2510,381002,3,2016-01-16,2016-01-26,2042097,0,2,USD
1619,381003,1,2016-01-16,,1631876,61,6,USD
2079,381003,2,2016-01-16,,1631876,61,1,USD
960,381004,1,2016-01-16,,1914255,53,2,USD
143,381004,2,2016-01-16,,1914255,53,4,USD
1946,381005,1,2016-01-16,,1803346,50,10,USD
1029,381006,1,2016-01-16,,1364334,64,1,USD
1246,381007,1,2016-01-16,,1202659,48,1,USD
97,381007,2,2016-01-16,,1202659,48,2,USD
1590,381007,3,2016-01-16,,1202659,48,6,USD
1779,381007,4,2016-01-16,,1202659,48,7,USD
1707,381008,1,2016-01-16,,982850,42,2,GBP
2086,381009,1,2016-01-16,,1187611,42,4,GBP
1671,381010,1,2016-01-16,,1554137,66,3,USD
1604,381010,2,2016-01-16,,1554137,66,1,USD
1836,381010,3,2016-01-16,,1554137,66,1,USD
450,381011,1,2016-01-16,,1302333,45,1,USD
1759,381012,1,2016-01-16,2016-01-23,2072376,0,2,USD
1684,381012,2,2016-01-16,2016-01-23,2072376,0,7,USD
1583,381013,1,2016-01-16,2016-01-21,1984685,0,1,USD
584,381013,2,2016-01-16,2016-01-21,1984685,0,8,USD
1623,383000,1,2016-01-18,,1768548,51,3,USD
994,383001,1,2016-01-18,,1584109,61,1,USD
1145,383002,1,2016-01-18,,1650783,57,1,USD
75,383002,2,2016-01-18,,1650783,57,2,USD
775,383002,3,2016-01-18,,1650783,57,1,USD
959,383003,1,2016-01-18,,568160,19,3,EUR
1248,383004,1,2016-01-18,,1670107,59,3,USD
2500,383004,2,2016-01-18,,1670107,59,1,USD
185,383004,3,2016-01-18,,1670107,59,3,USD
144,384000,1,2016-01-19,,622740,17,5,EUR
78,384000,2,2016-01-19,,622740,17,4,EUR
1825,384000,4,2016-01-19,,622740,17,1,EUR
301,384001,1,2016-01-19,,780674,29,2,EUR
1695,384001,2,2016-01-19,,780674,29,2,EUR
61,384002,1,2016-01-19,,1263974,43,2,USD
2105,384002,2,2016-01-19,,1263974,43,1,USD
420,384003,1,2016-01-19,,1369624,64,4,USD
1150,384004,1,2016-01-19,2016-01-28,1316297,0,2,USD
1578,384004,2,2016-01-19,2016-01-28,1316297,0,6,USD
1597,384005,1,2016-01-19,,1022895,37,4,GBP
752,384006,1,2016-01-19,,247132,9,1,CAD
434,384006,2,2016-01-19,,247132,9,1,CAD
124,384006,3,2016-01-19,,247132,9,8,CAD
2382,384006,4,2016-01-19,,247132,9,1,CAD
494,384007,1,2016-01-19,,14180,6,3,AUD
1633,384007,2,2016-01-19,,14180,6,2,AUD
1586,385000,1,2016-01-20,2016-01-25,1110691,0,8,GBP
1427,385000,2,2016-01-20,2016-01-25,1110691,0,5,GBP
166,385000,3,2016-01-20,2016-01-25,1110691,0,3,GBP
424,385002,1,2016-01-20,,844832,31,2,EUR
53,385002,2,2016-01-20,,844832,31,2,EUR
1928,385003,1,2016-01-20,,624165,18,3,EUR
2162,385004,1,2016-01-20,,332332,8,1,CAD
2120,385005,1,2016-01-20,,1251726,57,3,USD
135,385006,1,2016-01-20,,724534,28,4,EUR
1155,385006,2,2016-01-20,,724534,28,1,EUR
1112,385007,1,2016-01-20,,1273837,61,8,USD
1195,385008,1,2016-01-20,,667318,16,1,EUR
6,385009,1,2016-01-20,,1720050,61,1,USD
123,385009,3,2016-01-20,,1720050,61,5,USD
61,385010,1,2016-01-20,,483118,20,6,EUR
1000,385010,2,2016-01-20,,483118,20,3,EUR
443,386000,1,2016-01-21,,748749,30,2,EUR
434,386000,2,2016-01-21,,748749,30,2,EUR
167,386000,3,2016-01-21,,748749,30,1,EUR
516,386000,4,2016-01-21,,748749,30,1,EUR
1996,386001,1,2016-01-21,2016-01-30,1912666,0,2,USD
1577,386001,2,2016-01-21,2016-01-30,1912666,0,1,USD
581,386002,1,2016-01-21,,1525000,43,3,USD
1646,386003,1,2016-01-21,,265825,8,1,CAD
1222,386004,1,2016-01-21,,2085055,45,3,USD
1600,386005,1,2016-01-21,2016-02-02,345812,0,1,CAD
237,386005,2,2016-01-21,2016-02-02,345812,0,1,CAD
1271,386006,1,2016-01-21,,348548,10,2,CAD
1585,386006,2,2016-01-21,,348548,10,1,CAD
1637,386006,3,2016-01-21,,348548,10,3,CAD
1587,386006,4,2016-01-21,,348548,10,1,CAD
423,386006,5,2016-01-21,,348548,10,1,CAD
313,386008,1,2016-01-21,,2093929,56,2,USD
124,386008,2,2016-01-21,,2093929,56,7,USD
1634,386008,3,2016-01-21,,2093929,56,3,USD
448,386008,4,2016-01-21,,2093929,56,4,USD
1859,386009,1,2016-01-21,,522652,19,4,EUR
156,386009,2,2016-01-21,,522652,19,3,EUR
1896,386009,3,2016-01-21,,522652,19,1,EUR
2107,386009,4,2016-01-21,,522652,19,3,EUR
155,386010,1,2016-01-21,,1775819,57,6,USD
1638,386010,2,2016-01-21,,1775819,57,1,USD
1947,386010,3,2016-01-21,,1775819,57,3,USD
125,386010,4,2016-01-21,,1775819,57,1,USD
54,386011,1,2016-01-21,2016-01-28,541598,0,6,EUR
101,386011,2,2016-01-21,2016-01-28,541598,0,2,EUR
461,386011,3,2016-01-21,2016-01-28,541598,0,3,EUR
1729,387000,1,2016-01-22,2016-01-26,224434,0,2,CAD
1599,387000,2,2016-01-22,2016-01-26,224434,0,3,CAD
1622,387000,3,2016-01-22,2016-01-26,224434,0,1,CAD
55,387000,4,2016-01-22,2016-01-26,224434,0,6,CAD
39,387001,1,2016-01-22,,2011796,51,5,USD
429,387002,1,2016-01-22,,1368025,44,2,USD
1377,387002,2,2016-01-22,,1368025,44,6,USD
144,387003,1,2016-01-22,,368610,8,5,CAD
1251,387003,2,2016-01-22,,368610,8,2,CAD
691,387003,3,2016-01-22,,368610,8,1,CAD
190,387003,4,2016-01-22,,368610,8,1,CAD
1656,387003,5,2016-01-22,,368610,8,2,CAD
1425,387003,6,2016-01-22,,368610,8,4,CAD
143,387003,7,2016-01-22,,368610,8,9,CAD
709,387004,1,2016-01-22,,1307296,53,6,USD
962,387004,2,2016-01-22,,1307296,53,1,USD
1816,387005,1,2016-01-22,,938399,36,3,GBP
982,387005,2,2016-01-22,,938399,36,2,GBP
442,387005,3,2016-01-22,,938399,36,1,GBP
1576,387006,1,2016-01-22,,1616350,51,1,USD
1264,387007,1,2016-01-22,,549936,24,2,EUR
1529,387007,2,2016-01-22,,549936,24,3,EUR
1612,387007,3,2016-01-22,,549936,24,4,EUR
928,388000,1,2016-01-23,,97611,5,6,AUD
1045,388000,2,2016-01-23,,97611,5,7,AUD
1627,388000,3,2016-01-23,,97611,5,6,AUD
